id,component,fold
1904,obj:51446fedee2671b747a39866acbb331cbd431fb26794b6ea9834c4d783871ff6,4
1905,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
1906,obj:82ea8f7f185d43bfe98f70e8ed63d293169c28948be8d057ba3a2bb4d415b40e,0
1907,obj:eb753dc0abe4ff994a2ab6dbb513d29041e676f233e90ee1f27df8fee7f638a9,1
1908,obj:6acd53e0c7f2d0338c0a29462f33322fe8a0fa8a1f9ce3f8740a4aaec447fcb1,4
1909,obj:558c517069e6b1447edc0a86845067f002962b9c9c0828ca69f7b839f53c40ca,2
1910,obj:917723c8b3ee216ea2a26179183f2cbaab99665b7acce15d90cec8985a3046a2,3
1911,obj:843d8180933b4e1633557a57c679ad6139b99fe5a254b00bdd6b121a72b9ede1,0
1912,obj:39fea455d7475c6bd7e9ec679e84d054ca1fac483d46136925448987d04f2450,1
1913,obj:0862b2aa6697cf4c458e48b37df110e0214acc6d280c28e6faaadba4b3ce1543,1
1914,obj:2454d0f988961116c3c1c951b489f63a758755b4a6e637d0708e069ebca004c6,3
1915,obj:972df9a073373b6f923c7f649c1faabd9c1be1ec663dab6d76d1ca9bd7457a16,2
1916,obj:3374763456e9f00889112fa12bf5cae28064a1118804bd4ae6f0a3d41fd65286,1
1917,obj:a2d5bb1c231e1947a79ae93d2aa4f36df54ff1af6a969495731437447ff2dbfc,2
1918,obj:0862b2aa6697cf4c458e48b37df110e0214acc6d280c28e6faaadba4b3ce1543,1
1919,obj:5d4d9624a63239f6101fc30e8ea451285a047fdea23c11cd252afba205426176,3
1920,obj:aaa33d2a19973be299b6c110fa8dc33f9b22b1b9e5e945c683f06b17e417328c,4
1921,obj:66d64c1575a3dd5b9e4847dd8345dce40dd7e47fdd426c4e0e295f1ee162989f,1
1922,obj:4f25dc37596f282d4e43d1e2ce9414be31c236e31e66c78deaf59b35817f2eb5,2
1923,obj:c5414b572871c2e9a7a1aa1cb8b4d9499f7f2e43d0331c8420c1143028da5328,0
1924,obj:bf002e443418c4eaedb4735e113809191bd7cb3b1c0d6b1ab2946741c434566c,4
1925,obj:cf45d7475ae11494b15ba70fa335c8b9bc99e22ba1602a925e24f32cb836945a,3
1926,obj:8f9d7d85ca51d82996a0fd0c55f98e52660a61b25261b533cf20f84ddd1c72b5,1
1927,obj:a036a3eda7133676a470946bb19154b0ca38ccbb997ccd449359bc6c756b39e0,3
1928,obj:69f7f4af6439f83761c7ba4c47037ff72910d697448500a6850d791964e0e14a,3
1929,obj:08f2dba27ceefdb25ef989494eb4ac4a8e7382db553f7ff5cdd5a9da038b387c,3
1930,obj:743037e8f346901c35f0084c2d603827307b58149555641d77e2f17be478b9a9,2
1931,obj:f86748f8df94f7b5e45d0da7b03b6eb9a3793774f64fe3732d04efb3fe2a37cf,2
1932,obj:f16f01a32da8a4f400a4a0ebd52c2d505872b7bec7c3d6170868c3df8f7bdad3,3
1933,obj:61d2f917bd1ee7a1daec314702fe9fc16d30c625f60b9b4b5fd33d1cf6367563,0
1934,obj:a2477681ca69b3021b373a0d83996a90d6346f2e1711d2f870118c33a20f3888,3
1935,obj:565a465b14d5afc16a4f31860f03fdce60902a3e051e83508bfb38724e6b2d1b,4
1936,obj:a5024b8312869646fd7f7d49edca7f47d8b0bff9dfe7200660eb19ee3c16dae8,2
1937,obj:ba775586b5e0ae50fa94520f76bea69e85d3eea424053ba9ff4e0891e9710bd8,2
1938,obj:7eba657527e94d807144617378bfe026f23b79c9fec0f5ca12c0c45f5caaf3c0,3
1939,obj:0862b2aa6697cf4c458e48b37df110e0214acc6d280c28e6faaadba4b3ce1543,1
1940,obj:e15696aff9010e71e94e78c9204d9879c7ac81a673e190ceea95023e1c558a1a,2
1941,obj:cedd2ba1f632a53c47460ae0d3b362ec078c16a162105fc52451026a252cb857,4
1942,obj:ccf44e16517ec071eb772530ca1790933c43b31c483a481c51f50e6238e1b2a0,0
1943,obj:fb3eb605f840706efd9424290d6eac2defa087daf4b33525ce79e6a036adc115,2
1944,obj:f8ce0736c505bae3509e4c52ca9f75857ced518d2c14f19fd1070fa6342fe38c,1
1945,obj:c79cd01128fe490aa94844d03157c358429276855c2ee091817136deda2ede6e,1
1946,obj:8b5fa9dbb1ce63753899dee9e3334cdd1cb2c5d08306f9473a0af83685be505e,0
1947,obj:c7588ab736da0cd0e738bd30526126dd5c97f420938d504b16d426a5c38a8f6d,2
1948,obj:558c517069e6b1447edc0a86845067f002962b9c9c0828ca69f7b839f53c40ca,2
1949,obj:e3e12daf8b7afed0ba28011a35bae8a7709d8087af200acd90600162201c932e,2
1950,obj:341101f0fc501c9f6288f9a8c7410c9c22afe9c264bf41ca2dd0b5f192d63a4f,2
1951,obj:452e04807a768f7b80077e584fb4e6ff0587b9add251215e77d5eb55b550d48d,0
1952,obj:04c79c7c415b86e5017fefcc9ab075b146c0365a06490125db71fec0b696c6e1,0
1953,obj:15b4433f36fe9dc0a9fbd4518ac7b22da994294594551feb5f652eb946ff6f3f,3
1954,obj:3141d76ea22d50fdd52d18dc11dd421c1e59a4e410c49677fe81381d0aeb1c19,0
1955,obj:bbabe616e3525cc281f3303a88cfcf0e94db77af9f8f5fb80215f2be7c028fd3,2
1956,obj:793053fcce151262705df1639a5f501f5f9ef2d7f9750f7869fe8bad7f28b850,2
1957,obj:37e0f5c8123034180d27a8ee4673be0fddb08869d973f77c477681d15fe6f948,2
1958,obj:60c8dd16feaa1edc0265301d9f78763c415603bb293cbfa4e21b5b78becfbf81,1
1959,obj:ee38c04f11c29b778df9c9195e1fcecf188bd641cb5c1f1c917bd3dfab3054e1,2
1960,obj:06f56086c0b9368ce643a2568b292a7c7ad9deee410d1cf3673ed4e818240729,0
1961,obj:79c10d4d502b914ccffcd8be1bff00a2d55005f8ff6274c7a7c3273a0a085cf4,1
1962,obj:b8cb3c2c097442da5594d4b3eeffceb3c884e07c8bb197de4a0890357d59359b,4
1963,obj:45362a75000c084757cd08479e4fa728ab9eff667078384c98e1758239c63d54,3
1964,obj:f1e58c4560059976cfec789d7c9a8a45c419ebfdaba55c4f7b9c28ed40838c31,1
1965,obj:abbea23366ec8d7b71ac9266ec9ece3746e668680219d5a874fd5bdb5181464c,0
1966,obj:fbadd7ed6f6bcf25291e71acdc68c306fbc7f352096e67c056445fca0f00e4a0,4
1967,obj:792097c1eda91c4ab47b707ea6913a1e1777cdea8c88822ad807abf274ef1c97,4
1968,obj:1132f873d3c78723a89d9bf4b0b7a70bb542437a0667f6387db51299388598e7,1
1969,obj:02f536da9c30cc410a379452021c4aeda213f5eeb9e73bd9493ca30dfd511b80,3
1970,obj:d4a1470e7e57a262daef20ad2f378d934ef6af5c63a7949e8a983da712c1d5c2,4
1971,obj:152e33272cea44ba414997eddc3f974868d1d343282e66cacaa648f5efd2570c,4
1972,obj:cd78a146353e6ab09706a2989769879ea76046a064b6abdd93df49899776a325,2
1973,obj:7665bbe72f0a41b459af0232a8b084233fd4f1d6fafbb84506ca0ec7ca1982a0,4
1974,obj:37f8a5959c6971c43e5810a2ee6e6a7d7e6755c7b6c9fedc5d80f17f7057b48b,2
1975,obj:be20ee8c50deb1bd2a8aa43422356193428dd37a05d459496a6c6f4e8a956a44,2
1976,obj:2bd473c37a5e3539d1dfaedbee2b8d42bfbf5a73b9b30557135a702879578a21,4
1977,obj:73551b1a06c8c97017c918071b88bc9c0100e8fe2b3b67771f36cf5f41272298,3
1978,obj:03a12e2c778d44ca97bb9c328d36d0d4fd7645f734d4009b2f5eafdd48080703,2
1979,obj:5d2727ebaab86cbc51eece674fc47a1aa712fc9978a1fcdb97a7a40872d26837,4
1980,obj:a55ff019784203e9746faa2ce69cde5bb800d404aa8b1dad25fe05e6e2ff9f1b,3
1981,obj:a2d5bb1c231e1947a79ae93d2aa4f36df54ff1af6a969495731437447ff2dbfc,2
1982,obj:931f8e193d34101632f7e8a18136c7dc696d5946ff2faac69a28c0483e62a59e,4
1983,obj:45362a75000c084757cd08479e4fa728ab9eff667078384c98e1758239c63d54,3
1984,obj:20aa8ad19bf24b88cea24ff6d03c0782e73451c27fdac32adbe6d093c09568a6,3
1985,obj:6f42c582dd6e7b27eddd6730b11995ca503093dad0f4987c546821d807630805,4
1986,obj:17c264167b47eb44607ae9eee12f5d325d5c74ce37d0eb2ec73716c98019cb81,4
1987,obj:e4aca3afd585a7b7697310afdb2d981db7241c0f2abb5a4a09c1fd8752fad618,3
1988,obj:cbc63221f137748a3b8fee24f07ab1319043c296f71a574ff4dc47b72e0adcca,2
1989,obj:d6ab458999e9d7ac093b36fd4bea7e579b9207d887520c42000892267bccee7e,0
1990,obj:959e779bf0df0428b6402dac39b7028dd212aa5b5f6d3012b787cbd6385b8d6e,3
1991,obj:ec24e37899439a269cbaba24f857eab788a1e8abfe394fed62046b331b8ed1a9,4
1992,obj:afdc8d9949897a8fff3ff422d3b6e39e9631f3349b50f4bce44d7ccf7721cf9f,1
1993,obj:8aa448c4d963bf91567a99073f6297ea875e1acbf19a9ae4528e2ca7a998d01a,0
1994,obj:735266a93141340c7a96222ee927d99c22d79cd8bb495e98959b6d9efbb88574,0
1995,obj:d0d1911ff5d86d30d7e09d258c71acf4f0715e8ddc121368839627460a5d8920,0
1996,obj:b0d1a631d1fe870562d29ad21c4fa9d6160913df02a843c1568b125fbb4102ea,3
1997,obj:a546ffc670fefe1134bb54420bcbd7475435f0091590916c4f48ae44f2ec87ef,1
1998,obj:3b14b7005ff990d92e339eeaf206c074d5f9d43b5913515f523ca6e5519fe87e,0
1999,obj:2f444e8c2046aa84cacf0f36b4df4cffaa445fc6e830fc30cb344c7ee505dc5f,3
2000,obj:bc44cf4b68455bb975c3769025536441435a3eb4431b181ffdd89ee6f6f0119a,4
2001,obj:bc44cf4b68455bb975c3769025536441435a3eb4431b181ffdd89ee6f6f0119a,4
2002,obj:66997df3441f67cabbec4011a1a9b93162cd2554746c3dbab50a87d3f196a504,3
2003,obj:66997df3441f67cabbec4011a1a9b93162cd2554746c3dbab50a87d3f196a504,3
2004,obj:c55608048b70caa66993842cb0629968de95c14d3c8c6dfbd115c8fa81ce2873,2
2005,obj:c55608048b70caa66993842cb0629968de95c14d3c8c6dfbd115c8fa81ce2873,2
2006,obj:f84780a01b98309ccfdb2e19afddd60cfaf5efc829555f53493bcbd6cb4134f3,2
2007,obj:f84780a01b98309ccfdb2e19afddd60cfaf5efc829555f53493bcbd6cb4134f3,2
2008,obj:3beaf20351309947f3d32b64709d7be9aa8f316c037640eaa967c4fa7a621d79,0
2009,obj:3beaf20351309947f3d32b64709d7be9aa8f316c037640eaa967c4fa7a621d79,0
2010,obj:911e21dde8a04793e7fd5e76f54aaac077d38ffb895f6c78b715c9ac974ce86d,4
2011,obj:911e21dde8a04793e7fd5e76f54aaac077d38ffb895f6c78b715c9ac974ce86d,4
2012,obj:1020b8755094772a8a0f2ba40f7e962a422e7f4b6a9fe7ab0908e1f707851870,1
2013,obj:1020b8755094772a8a0f2ba40f7e962a422e7f4b6a9fe7ab0908e1f707851870,1
2014,obj:248c56d3525def26ad293ed01ed3e07166cedb545ec75dce9f54f7c411b28e5b,2
2015,obj:248c56d3525def26ad293ed01ed3e07166cedb545ec75dce9f54f7c411b28e5b,2
2016,obj:d8fc075243cd254c454aaecb918b5aed571b062a241daec8bb1a59746cb41aed,2
2017,obj:d8fc075243cd254c454aaecb918b5aed571b062a241daec8bb1a59746cb41aed,2
2018,obj:8dcaf094c873bd4c0ac6d76fe8bc502f66eb7d73026970ef15bb5cc223c2e058,3
2019,obj:8dcaf094c873bd4c0ac6d76fe8bc502f66eb7d73026970ef15bb5cc223c2e058,3
2020,obj:a2ab267874106a40885707ceddae05f1feec30888f39d8751628c6fdfebf8b1b,1
2021,obj:a2ab267874106a40885707ceddae05f1feec30888f39d8751628c6fdfebf8b1b,1
2022,obj:07465541eee71fde2d20fd61cc5bdc048b332ffa0ac4c4e600bee20c620a4fa4,1
2023,obj:07465541eee71fde2d20fd61cc5bdc048b332ffa0ac4c4e600bee20c620a4fa4,1
2024,obj:04c79c7c415b86e5017fefcc9ab075b146c0365a06490125db71fec0b696c6e1,0
2025,obj:04c79c7c415b86e5017fefcc9ab075b146c0365a06490125db71fec0b696c6e1,0
2026,obj:da256549f232cd20673034481973e503e68bb655aa7da22070120ac93432cfab,0
2027,obj:da256549f232cd20673034481973e503e68bb655aa7da22070120ac93432cfab,0
2028,obj:2894bd4e8c8da1814064edf66b8e8c497d6c233368dc278a54c3287a68e8dc25,3
2029,obj:2894bd4e8c8da1814064edf66b8e8c497d6c233368dc278a54c3287a68e8dc25,3
2030,obj:9d01f3953f95f171c0337abe344462bbc2f651f9d9d1e9efcc9823668ef690a3,3
2031,obj:9d01f3953f95f171c0337abe344462bbc2f651f9d9d1e9efcc9823668ef690a3,3
2032,obj:6306ede477197fb9e973e3c263493fe916d6c1a142ff350f2fa57aec8a7eb0c3,1
2033,obj:6306ede477197fb9e973e3c263493fe916d6c1a142ff350f2fa57aec8a7eb0c3,1
2034,obj:5c5ed0a6da91b23451b281da51823481c89d1d177543360068beff04d8fdd222,2
2035,obj:5c5ed0a6da91b23451b281da51823481c89d1d177543360068beff04d8fdd222,2
2036,obj:a878e486460d2af67977807cb155958b6bf6de4ddb8b638911f5782c91cf73e0,2
2037,obj:a878e486460d2af67977807cb155958b6bf6de4ddb8b638911f5782c91cf73e0,2
2038,obj:4f03e0f57fc30c7e8e6dea8a596fb97976404dd87a7cceb1e95adda9e31f77d3,2
2039,obj:4f03e0f57fc30c7e8e6dea8a596fb97976404dd87a7cceb1e95adda9e31f77d3,2
2040,obj:282898ac19d931d79e448b3f003e2745889dd0ca84eb7adf9450803263a579c4,1
2041,obj:282898ac19d931d79e448b3f003e2745889dd0ca84eb7adf9450803263a579c4,1
2042,obj:fcc768518366f25501abb99f7f4535bbc8087982fac4db11491ff3c6589909ae,3
2043,obj:fcc768518366f25501abb99f7f4535bbc8087982fac4db11491ff3c6589909ae,3
2044,obj:f1f112835d133b5c6bd40eee13442616a80d2f420e23e9fd4de140570cc0652f,4
2045,obj:f1f112835d133b5c6bd40eee13442616a80d2f420e23e9fd4de140570cc0652f,4
2046,obj:5a6db914e81a7071ac266dcb0b20a1a6d816b36805b8c48407f64a64b0837d67,0
2047,obj:5a6db914e81a7071ac266dcb0b20a1a6d816b36805b8c48407f64a64b0837d67,0
2048,obj:f4418447682eab7de906e0b6421de0bc7a60632d7a66d46bd8faa1baeb2dc6ac,4
2049,obj:f4418447682eab7de906e0b6421de0bc7a60632d7a66d46bd8faa1baeb2dc6ac,4
2050,obj:e185f3cb87dd6f96ecd6dcb725a2ef73b0afeac90bea1f6f6108eb004dcb9be4,4
2051,obj:e185f3cb87dd6f96ecd6dcb725a2ef73b0afeac90bea1f6f6108eb004dcb9be4,4
2052,obj:119568904906632859e5aca85087a5f8d5a0fa4b369a3a16bfb59526dce430a9,3
2053,obj:119568904906632859e5aca85087a5f8d5a0fa4b369a3a16bfb59526dce430a9,3
2054,obj:0bfc090009a96c7585502d429e307ff1ac79ffc728e071f6d219332a064375cd,3
2055,obj:0bfc090009a96c7585502d429e307ff1ac79ffc728e071f6d219332a064375cd,3
2056,obj:69096e27fa2c3ab9f41d9a15129443fc78aa765a68abce1a959b4f3a625d2b28,4
2057,obj:69096e27fa2c3ab9f41d9a15129443fc78aa765a68abce1a959b4f3a625d2b28,4
2058,obj:a2d5bb1c231e1947a79ae93d2aa4f36df54ff1af6a969495731437447ff2dbfc,2
2059,obj:a2d5bb1c231e1947a79ae93d2aa4f36df54ff1af6a969495731437447ff2dbfc,2
2060,obj:17c264167b47eb44607ae9eee12f5d325d5c74ce37d0eb2ec73716c98019cb81,4
2061,obj:17c264167b47eb44607ae9eee12f5d325d5c74ce37d0eb2ec73716c98019cb81,4
2062,obj:0449093a43546338714fbf0c7067bd88b1f34025b946d5ffff0e94c1855d71d6,0
2063,obj:0449093a43546338714fbf0c7067bd88b1f34025b946d5ffff0e94c1855d71d6,0
2064,obj:466e3fc198c92e1164a446bd42c513a6ff99e17506484fa027611ac9de5462fb,3
2065,obj:466e3fc198c92e1164a446bd42c513a6ff99e17506484fa027611ac9de5462fb,3
2066,obj:02f1856d7d750c6005125526fa02025de9f63fde2174ae0c4062eeebc712714b,2
2067,obj:02f1856d7d750c6005125526fa02025de9f63fde2174ae0c4062eeebc712714b,2
2068,obj:8aca21bfd3893d1af38ff6f87c7d1afa2bd018d6ba10a116700974d91c05b710,3
2069,obj:8aca21bfd3893d1af38ff6f87c7d1afa2bd018d6ba10a116700974d91c05b710,3
2070,obj:6904b78fd5f938e70894d5854afa226df91746fa5c8a52451dac1c71953465a3,3
2071,obj:6904b78fd5f938e70894d5854afa226df91746fa5c8a52451dac1c71953465a3,3
2072,obj:1de6c7f54e1fff9170a7fb69220cf9d500606a6a98f1985eb6b5f07acdfe4b5f,2
2073,obj:1de6c7f54e1fff9170a7fb69220cf9d500606a6a98f1985eb6b5f07acdfe4b5f,2
2074,obj:3beaf20351309947f3d32b64709d7be9aa8f316c037640eaa967c4fa7a621d79,0
2075,obj:3beaf20351309947f3d32b64709d7be9aa8f316c037640eaa967c4fa7a621d79,0
2076,obj:07c0c5d75933e2de148e2f5fb58400e174c29dc318fa6c4c663bbcddb08b8d9a,3
2077,obj:07c0c5d75933e2de148e2f5fb58400e174c29dc318fa6c4c663bbcddb08b8d9a,3
2078,obj:4cb8c615ec16b3fb8a37fab46b6fb1e3479cd1d124f65da91523d48e9961806c,3
2079,obj:4cb8c615ec16b3fb8a37fab46b6fb1e3479cd1d124f65da91523d48e9961806c,3
2080,obj:6ad40eed9f6ba480aa72a99ecde93d0724ee84b048aa801c9c3dac88d69a81cf,4
2081,obj:6ad40eed9f6ba480aa72a99ecde93d0724ee84b048aa801c9c3dac88d69a81cf,4
2082,obj:b98cd66ce72896e8ab30f44db5837cdbe77e000fd80d86a20ba5dc148a7081d9,1
2083,obj:b98cd66ce72896e8ab30f44db5837cdbe77e000fd80d86a20ba5dc148a7081d9,1
2084,obj:61431b6ad959d34c2f38d5b0c8fa95b8156a187f6644c739a0308be9d6c922ee,4
2085,obj:61431b6ad959d34c2f38d5b0c8fa95b8156a187f6644c739a0308be9d6c922ee,4
2086,obj:2cf14aae6f8a94051cc5b786093162a0af4024d21bb76c725f41259e442eb91a,3
2087,obj:2cf14aae6f8a94051cc5b786093162a0af4024d21bb76c725f41259e442eb91a,3
2088,obj:14232e3ed027da037b75167f43dab2daa945aab669b6c361ea3f1302de2eba4b,0
2089,obj:14232e3ed027da037b75167f43dab2daa945aab669b6c361ea3f1302de2eba4b,0
2090,obj:9f855026eea9cfcc7ceb5d98b9a76d39794b75c853dcb2796329f6e1e50008f6,3
2091,obj:9f855026eea9cfcc7ceb5d98b9a76d39794b75c853dcb2796329f6e1e50008f6,3
2092,obj:5f730fc02af25e42b171aa1ab0467ab0827107545217f22e55c883a1ed501f44,2
2093,obj:5f730fc02af25e42b171aa1ab0467ab0827107545217f22e55c883a1ed501f44,2
2094,obj:8f9d7d85ca51d82996a0fd0c55f98e52660a61b25261b533cf20f84ddd1c72b5,1
2095,obj:8f9d7d85ca51d82996a0fd0c55f98e52660a61b25261b533cf20f84ddd1c72b5,1
2096,obj:49b6f3c6d1f2161b0a1147c15dbf9f6557ded10f7755db26087325a5aab1eb2b,2
2097,obj:49b6f3c6d1f2161b0a1147c15dbf9f6557ded10f7755db26087325a5aab1eb2b,2
2098,obj:78e2c9bed3d865cbd2b518a4ba2bed7e4d41275ba4143a8e83652af839eb399f,2
2099,obj:78e2c9bed3d865cbd2b518a4ba2bed7e4d41275ba4143a8e83652af839eb399f,2
2100,obj:836ca241f02800127c76cb3c2e4866b081afca5b6ad670249a57f7f6136130be,1
2101,obj:836ca241f02800127c76cb3c2e4866b081afca5b6ad670249a57f7f6136130be,1
2102,obj:83d6e6f2f9be1c690ba871e3cf084f1e89ecffa816f69508deadd80d7e7800a3,1
2103,obj:83d6e6f2f9be1c690ba871e3cf084f1e89ecffa816f69508deadd80d7e7800a3,1
2104,obj:b55edb2dbb03039de4fe09c62069fd49d8f9947652cbebb7992e6fad942fb65f,2
2105,obj:b55edb2dbb03039de4fe09c62069fd49d8f9947652cbebb7992e6fad942fb65f,2
2106,obj:30c270354474a112ae0d95bd69c0a04dd6d4ad414da068d4a27ba146e556050e,0
2107,obj:30c270354474a112ae0d95bd69c0a04dd6d4ad414da068d4a27ba146e556050e,0
2108,obj:80490611649d9084cc7da767e0672af9ea959ed6fa7d2170550eb5475289177d,4
2109,obj:80490611649d9084cc7da767e0672af9ea959ed6fa7d2170550eb5475289177d,4
2110,obj:75455a288072484bf560585214805ce40ca1a061e6605a5cc2256d1f3113de32,1
2111,obj:75455a288072484bf560585214805ce40ca1a061e6605a5cc2256d1f3113de32,1
2112,obj:34fe2d6e21693e0061ebbb0eede8129002192bd71e6204bb5731a23198daae3c,0
2113,obj:34fe2d6e21693e0061ebbb0eede8129002192bd71e6204bb5731a23198daae3c,0
2114,obj:119568904906632859e5aca85087a5f8d5a0fa4b369a3a16bfb59526dce430a9,3
2115,obj:119568904906632859e5aca85087a5f8d5a0fa4b369a3a16bfb59526dce430a9,3
2116,obj:179f984ea1022ffd5bffa668ec010f70461c1d758f5b63fdc91839b4b7974e90,4
2117,obj:179f984ea1022ffd5bffa668ec010f70461c1d758f5b63fdc91839b4b7974e90,4
2118,obj:d0ea0ca36f1fc6c9356b8d043c5d74310a800f9a01b470cbbaf2ab35f442d91d,3
2119,obj:d0ea0ca36f1fc6c9356b8d043c5d74310a800f9a01b470cbbaf2ab35f442d91d,3
2120,obj:a4b976564fe6dd60ebff2de317db103f0a5bcf164af33f5f5b503e7d33863ab5,0
2121,obj:a4b976564fe6dd60ebff2de317db103f0a5bcf164af33f5f5b503e7d33863ab5,0
2122,obj:ab2268181fac229995f14cfc7698e8352425f6e045047d0efdef0f16ffec7480,1
2123,obj:ab2268181fac229995f14cfc7698e8352425f6e045047d0efdef0f16ffec7480,1
2124,obj:a546ffc670fefe1134bb54420bcbd7475435f0091590916c4f48ae44f2ec87ef,1
2125,obj:a546ffc670fefe1134bb54420bcbd7475435f0091590916c4f48ae44f2ec87ef,1
2126,obj:1ac57c6e676cf60bfe6236cb020c5be315a99e06961ba81a69483c59e9ae3aeb,0
2127,obj:1ac57c6e676cf60bfe6236cb020c5be315a99e06961ba81a69483c59e9ae3aeb,0
2128,obj:792097c1eda91c4ab47b707ea6913a1e1777cdea8c88822ad807abf274ef1c97,4
2129,obj:792097c1eda91c4ab47b707ea6913a1e1777cdea8c88822ad807abf274ef1c97,4
2130,obj:c2db9ebe450596c39a491a569df4bad294b0db04df48ac35c30a5ca5b29d65e7,3
2131,obj:c2db9ebe450596c39a491a569df4bad294b0db04df48ac35c30a5ca5b29d65e7,3
2132,obj:fdc2b22d435f51202b77efd665334ee55f09a926db0e6404341076177f761312,2
2133,obj:fdc2b22d435f51202b77efd665334ee55f09a926db0e6404341076177f761312,2
2134,obj:d83935825b9bdda0c119e4dd2bbdd0b8a95611ab4bf346d9c77ea6c44ce2fb0a,0
2135,obj:d83935825b9bdda0c119e4dd2bbdd0b8a95611ab4bf346d9c77ea6c44ce2fb0a,0
2136,obj:c45acda98179c3da2162994bf7f0655f72f6d653cbfbcd45308ace7502d5a073,2
2137,obj:c45acda98179c3da2162994bf7f0655f72f6d653cbfbcd45308ace7502d5a073,2
2138,obj:f3b25c09cfdc8606b947444051fe62c0e77558091968b3a078e585372b7f8f04,0
2139,obj:f3b25c09cfdc8606b947444051fe62c0e77558091968b3a078e585372b7f8f04,0
2140,obj:017087dc315afc552c60a82c62abdd4e23734c266524a7ef1bc57d11495368ee,3
2141,obj:017087dc315afc552c60a82c62abdd4e23734c266524a7ef1bc57d11495368ee,3
2142,obj:440a190dccbf3377679142b7c07920e8c09f306920b8674c20ba50a9a3d3c4c7,3
2143,obj:440a190dccbf3377679142b7c07920e8c09f306920b8674c20ba50a9a3d3c4c7,3
2144,obj:ad3362736231d18da17ee0b1067d79fd078bd57007075004c48875e67e22a344,3
2145,obj:ad3362736231d18da17ee0b1067d79fd078bd57007075004c48875e67e22a344,3
2146,obj:d653eab3feaf0673170001d009309de5ad1c6376dbc3b8cb225406f89df2ba13,2
2147,obj:d653eab3feaf0673170001d009309de5ad1c6376dbc3b8cb225406f89df2ba13,2
2148,obj:831d86a467a2d48d6403febd1a21c21fd85efe575b25daa88f73467703620828,1
2149,obj:831d86a467a2d48d6403febd1a21c21fd85efe575b25daa88f73467703620828,1
2150,obj:f8b621e0ffc66dfe0e59f707f32dc6047e9449caf4df026d60bef5473095c509,1
2151,obj:f8b621e0ffc66dfe0e59f707f32dc6047e9449caf4df026d60bef5473095c509,1
2152,obj:e15696aff9010e71e94e78c9204d9879c7ac81a673e190ceea95023e1c558a1a,2
2153,obj:e15696aff9010e71e94e78c9204d9879c7ac81a673e190ceea95023e1c558a1a,2
2154,obj:77907a1878563dc19bff4442f35870bbb091fc7228d81a349730c336c817169e,0
2155,obj:77907a1878563dc19bff4442f35870bbb091fc7228d81a349730c336c817169e,0
2156,obj:57a7935b1279a9483e42dca2868a233d0a94c18a4777b720ef5ddadc21a3ce41,3
2157,obj:57a7935b1279a9483e42dca2868a233d0a94c18a4777b720ef5ddadc21a3ce41,3
2158,obj:65550a8ff06787c9093bd33522a47c88cdae7a4803919b88575768fc1ac13982,0
2159,obj:65550a8ff06787c9093bd33522a47c88cdae7a4803919b88575768fc1ac13982,0
2160,obj:29bed7b84779c51529046770f2bddb96a65773b98e8bf99a206a0a3d6edf28d1,3
2161,obj:29bed7b84779c51529046770f2bddb96a65773b98e8bf99a206a0a3d6edf28d1,3
2162,obj:cbe9dcdeac8d735f143dd046fa53c0b7867aacbae1edc37f48f2a50bd0c8bdb2,1
2163,obj:cbe9dcdeac8d735f143dd046fa53c0b7867aacbae1edc37f48f2a50bd0c8bdb2,1
2164,obj:c1e673744c03a1e625f84e0bed6594ca50519528a5b631492145dd4f0c71823c,2
2165,obj:c1e673744c03a1e625f84e0bed6594ca50519528a5b631492145dd4f0c71823c,2
2166,obj:e16ac5838b32b88ca24b9bdb82d790f171f908bd67f5e5ac25e676a147db95af,2
2167,obj:e16ac5838b32b88ca24b9bdb82d790f171f908bd67f5e5ac25e676a147db95af,2
2168,obj:4b4c9ee667864bdd6f5407d603aa56fac32bc2e9f3e2a11851ead9fbef59edbe,0
2169,obj:4b4c9ee667864bdd6f5407d603aa56fac32bc2e9f3e2a11851ead9fbef59edbe,0
2170,obj:b09e61fe03cc52579c14c320ba5bba28a30355bcbc8b5527eaf708552979d102,4
2171,obj:b09e61fe03cc52579c14c320ba5bba28a30355bcbc8b5527eaf708552979d102,4
2172,obj:1630dd3985901480124944834aa007d1a2e8f192e689ddde8a6d5f41066d824f,1
2173,obj:1630dd3985901480124944834aa007d1a2e8f192e689ddde8a6d5f41066d824f,1
2174,obj:c5414b572871c2e9a7a1aa1cb8b4d9499f7f2e43d0331c8420c1143028da5328,0
2175,obj:c5414b572871c2e9a7a1aa1cb8b4d9499f7f2e43d0331c8420c1143028da5328,0
2176,obj:aa06aff58a38ccb88c843e9bd10aef188361e7f4a11bf755bdf4a4edd020dd93,4
2177,obj:aa06aff58a38ccb88c843e9bd10aef188361e7f4a11bf755bdf4a4edd020dd93,4
2178,obj:bef76cad5361a3359ac9050bdf7c5cee53854424331f662b4b574fa404fa0515,4
2179,obj:bef76cad5361a3359ac9050bdf7c5cee53854424331f662b4b574fa404fa0515,4
2180,obj:0862b2aa6697cf4c458e48b37df110e0214acc6d280c28e6faaadba4b3ce1543,1
2181,obj:0862b2aa6697cf4c458e48b37df110e0214acc6d280c28e6faaadba4b3ce1543,1
