id,modality,inferred_relationship,resolution,true_relationship,metadata_correct,obj_1_method,obj_1_candidate_count,obj_1_meta_row,obj_1_uuid,obj_1_image_id,obj_1_doi,obj_2_method,obj_2_candidate_count,obj_2_meta_row,obj_2_uuid,obj_2_image_id,obj_2_doi
1961,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,91286,10.3847.2041-8213.ad9bb5_apjlad9bb5f3_99546,apjlad9bb5f3,10.3847/2041-8213/ad9bb5,image_raw_exact,1,91291,10.3847.2041-8213.ad9bb5_apjlad9bb5f5_99551,apjlad9bb5f5,10.3847/2041-8213/ad9bb5
1962,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,55891,10.3847.1538-3881.ad298f_ajad298ff2_61547,ajad298ff2,10.3847/1538-3881/ad298f,image_raw_exact,1,55896,10.3847.1538-3881.ad298f_ajad298ff9_61552,ajad298ff9,10.3847/1538-3881/ad298f
1963,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,46075,10.3847.1538-4357.ad8917_apjad8917f8_50583,apjad8917f8,10.3847/1538-4357/ad8917,image_raw_exact,1,46079,10.3847.1538-4357.ad8917_apjad8917f1_50587,apjad8917f1,10.3847/1538-4357/ad8917
1964,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,44040,10.3847.1538-4357.ad8eb2_apjad8eb2f4_48362,apjad8eb2f4,10.3847/1538-4357/ad8eb2,image_raw_exact,1,44134,10.3847.1538-4357.ad8eb2_apjad8eb2f10_48471,apjad8eb2f10,10.3847/1538-4357/ad8eb2
1965,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,18036,10.3847.2041-8213.ac60fd_apjlac60fdf2_19412,apjlac60fdf2,10.3847/2041-8213/ac60fd,image_raw_exact,1,18038,10.3847.2041-8213.ac60fd_apjlac60fdf3_19414,apjlac60fdf3,10.3847/2041-8213/ac60fd
1966,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,4148,10.3847.1538-4357.ac8fec_apjac8fecf1_4499,apjac8fecf1,10.3847/1538-4357/ac8fec,image_raw_exact,1,4150,10.3847.1538-4357.ac8fec_apjac8fecf3_4501,apjac8fecf3,10.3847/1538-4357/ac8fec
1967,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,6475,10.3847.1538-4357.ac82f5_apjac82f5f6_6991,apjac82f5f6,10.3847/1538-4357/ac82f5,image_raw_exact,1,6480,10.3847.1538-4357.ac82f5_apjac82f5f7_6996,apjac82f5f7,10.3847/1538-4357/ac82f5
1968,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,18864,10.3847.PSJ.ac4af3_psjac4af3f6_20245,psjac4af3f6,10.3847/psj/ac4af3,image_raw_exact,1,18866,10.3847.PSJ.ac4af3_psjac4af3f8_20247,psjac4af3f8,10.3847/psj/ac4af3
1969,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,42912,10.3847.1538-4357.ad8b9c_apjad8b9cf2_47191,apjad8b9cf2,10.3847/1538-4357/ad8b9c,image_raw_exact,1,42915,10.3847.1538-4357.ad8b9c_apjad8b9cf1_47194,apjad8b9cf1,10.3847/1538-4357/ad8b9c
1970,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,87210,10.3847.2041-8213.ae09a8_apjlae09a8f1_95161,apjlae09a8f1,10.3847/2041-8213/ae09a8,image_raw_exact,1,87211,10.3847.2041-8213.ae09a8_apjlae09a8f2_95162,apjlae09a8f2,10.3847/2041-8213/ae09a8
1971,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,32695,10.3847.1538-3881.aca60f_ajaca60ff4_35583,ajaca60ff4,10.3847/1538-3881/aca60f,image_raw_exact,1,32713,10.3847.1538-3881.aca60f_ajaca60ff14_35601,ajaca60ff14,10.3847/1538-3881/aca60f
1972,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,40330,10.3847.2041-8213.acb549_apjlacb549f4_44330,apjlacb549f4,10.3847/2041-8213/acb549,image_raw_exact,1,40334,10.3847.2041-8213.acb549_apjlacb549f6_44334,apjlacb549f6,10.3847/2041-8213/acb549
1973,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,14130,10.3847.1538-4365.ac5b0c_apjsac5b0cf4_15296,apjsac5b0cf4,10.3847/1538-4365/ac5b0c,image_raw_exact,1,14132,10.3847.1538-4365.ac5b0c_apjsac5b0cf5_15298,apjsac5b0cf5,10.3847/1538-4365/ac5b0c
1974,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,1815,10.3847.1538-4357.ac9c58_apjac9c58f3_1983,apjac9c58f3,10.3847/1538-4357/ac9c58,image_raw_exact,1,1816,10.3847.1538-4357.ac9c58_apjac9c58f2_1984,apjac9c58f2,10.3847/1538-4357/ac9c58
1975,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,90934,10.3847.2041-8213.ada893_apjlada893f6_99132,apjlada893f6,10.3847/2041-8213/ada893,image_raw_exact,1,90936,10.3847.2041-8213.ada893_apjlada893f5_99134,apjlada893f5,10.3847/2041-8213/ada893
1976,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,52009,10.3847.1538-3881.ad85e0_ajad85e0f3_57269,ajad85e0f3,10.3847/1538-3881/ad85e0,image_raw_exact,1,52010,10.3847.1538-3881.ad85e0_ajad85e0f7_57270,ajad85e0f7,10.3847/1538-3881/ad85e0
1977,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,62793,10.3847.2041-8213.ad1b5f_apjlad1b5ff1_69197,apjlad1b5ff1,10.3847/2041-8213/ad1b5f,image_raw_exact,1,62808,10.3847.2041-8213.ad1b5f_apjlad1b5ff2_69212,apjlad1b5ff2,10.3847/2041-8213/ad1b5f
1978,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,7592,10.3847.1538-4357.ac8748_apjac8748f2_8139,apjac8748f2,10.3847/1538-4357/ac8748,image_raw_exact,1,7596,10.3847.1538-4357.ac8748_apjac8748f1_8143,apjac8748f1,10.3847/1538-4357/ac8748
1979,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,94000,10.3847.PSJ.ae2022_psjae2022f5_102389,psjae2022f5,10.3847/psj/ae2022,image_raw_exact,1,94004,10.3847.PSJ.ae2022_psjae2022f1_102393,psjae2022f1,10.3847/psj/ae2022
1980,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,72987,10.3847.1538-4357.ae0e22_apjae0e22f5_80011,apjae0e22f5,10.3847/1538-4357/ae0e22,image_raw_exact,1,72989,10.3847.1538-4357.ae0e22_apjae0e22f7_80013,apjae0e22f7,10.3847/1538-4357/ae0e22
1981,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,1563,10.3847.1538-4357.aca1ad_apjaca1adf3_1691,apjaca1adf3,10.3847/1538-4357/aca1ad,image_raw_exact,1,1564,10.3847.1538-4357.aca1ad_apjaca1adf1_1692,apjaca1adf1,10.3847/1538-4357/aca1ad
1982,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,62471,10.3847.2041-8213.ad251f_apjlad251ff2_68834,apjlad251ff2,10.3847/2041-8213/ad251f,image_raw_exact,1,62472,10.3847.2041-8213.ad251f_apjlad251ff4_68835,apjlad251ff4,10.3847/2041-8213/ad251f
1983,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,21226,10.3847.1538-4357.ad0a65_apjad0a65f3_22733,apjad0a65f3,10.3847/1538-4357/ad0a65,image_raw_exact,1,21334,10.3847.1538-4357.ad0a65_apjad0a65f1_22863,apjad0a65f1,10.3847/1538-4357/ad0a65
1984,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,57930,10.3847.1538-4365.ad3043_apjsad3043f6_63745,apjsad3043f6,10.3847/1538-4365/ad3043,image_raw_exact,1,57934,10.3847.1538-4365.ad3043_apjsad3043f11_63749,apjsad3043f11,10.3847/1538-4365/ad3043
1985,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,17536,10.3847.2041-8213.ac6de7_apjlac6de7f1_18875,apjlac6de7f1,10.3847/2041-8213/ac6de7,image_raw_exact,1,17541,10.3847.2041-8213.ac6de7_apjlac6de7f2_18880,apjlac6de7f2,10.3847/2041-8213/ac6de7
1986,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,87912,10.3847.2041-8213.adfa87_apjladfa87f2_95911,apjladfa87f2,10.3847/2041-8213/adfa87,image_raw_exact,1,87914,10.3847.2041-8213.adfa87_apjladfa87f4_95913,apjladfa87f4,10.3847/2041-8213/adfa87
1987,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,14277,10.3847.1538-4365.ac5f56_apjsac5f56f2_15470,apjsac5f56f2,10.3847/1538-4365/ac5f56,image_raw_exact,1,14278,10.3847.1538-4365.ac5f56_apjsac5f56f3_15471,apjsac5f56f3,10.3847/1538-4365/ac5f56
1988,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,76356,10.3847.1538-3881.adfb6b_ajadfb6bf14_83572,ajadfb6bf14,10.3847/1538-3881/adfb6b,image_raw_exact,1,76357,10.3847.1538-3881.adfb6b_ajadfb6bf10_83573,ajadfb6bf10,10.3847/1538-3881/adfb6b
1989,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,14924,10.3847.1538-4365.ac426d_apjsac426df8_16125,apjsac426df8,10.3847/1538-4365/ac426d,image_raw_exact,1,14930,10.3847.1538-4365.ac426d_apjsac426df14_16131,apjsac426df14,10.3847/1538-4365/ac426d
1990,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,73127,10.3847.1538-4357.adf8ea_apjadf8eaf4_80163,apjadf8eaf4,10.3847/1538-4357/adf8ea,image_raw_exact,1,73237,10.3847.1538-4357.adf8ea_apjadf8eaf9_80291,apjadf8eaf9,10.3847/1538-4357/adf8ea
1991,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,60287,10.3847.2041-8213.ad7714_apjlad7714f1_66315,apjlad7714f1,10.3847/2041-8213/ad7714,image_raw_exact,1,60290,10.3847.2041-8213.ad7714_apjlad7714f2_66318,apjlad7714f2,10.3847/2041-8213/ad7714
1992,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,16111,10.3847.2041-8213.ac9cca_apjlac9ccaf3_17379,apjlac9ccaf3,10.3847/2041-8213/ac9cca,image_raw_exact,1,16114,10.3847.2041-8213.ac9cca_apjlac9ccaf5_17382,apjlac9ccaf5,10.3847/2041-8213/ac9cca
1993,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,54421,10.3847.1538-3881.ad3b97_ajad3b97f4_59957,ajad3b97f4,10.3847/1538-3881/ad3b97,image_raw_exact,1,54431,10.3847.1538-3881.ad3b97_ajad3b97f12_59967,ajad3b97f12,10.3847/1538-3881/ad3b97
1994,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,2371,10.3847.1538-4357.ac9a48_apjac9a48f4_2589,apjac9a48f4,10.3847/1538-4357/ac9a48,image_raw_exact,1,2411,10.3847.1538-4357.ac9a48_apjac9a48f1_2629,apjac9a48f1,10.3847/1538-4357/ac9a48
1995,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,76407,10.3847.1538-3881.adf83d_ajadf83df7_83623,ajadf83df7,10.3847/1538-3881/adf83d,image_raw_exact,1,76408,10.3847.1538-3881.adf83d_ajadf83df6_83624,ajadf83df6,10.3847/1538-3881/adf83d
1996,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,61248,10.3847.2041-8213.ad5e1e_apjlad5e1ef1_67432,apjlad5e1ef1,10.3847/2041-8213/ad5e1e,image_raw_exact,1,61251,10.3847.2041-8213.ad5e1e_apjlad5e1ef5_67435,apjlad5e1ef5,10.3847/2041-8213/ad5e1e
1997,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,90326,10.3847.2041-8213.adb83d_apjladb83df2_98475,apjladb83df2,10.3847/2041-8213/adb83d,image_raw_exact,1,90328,10.3847.2041-8213.adb83d_apjladb83df6_98477,apjladb83df6,10.3847/2041-8213/adb83d
1998,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,17308,10.3847.2041-8213.ac786d_apjlac786df1_18644,apjlac786df1,10.3847/2041-8213/ac786d,image_raw_exact,1,17309,10.3847.2041-8213.ac786d_apjlac786df3_18645,apjlac786df3,10.3847/2041-8213/ac786d
1999,image-image,same_paper,unique,same_paper,True,image_raw_exact,1,53339,10.3847.1538-3881.ad43db_ajad43dbf10_58700,ajad43dbf10,10.3847/1538-3881/ad43db,image_raw_exact,1,53355,10.3847.1538-3881.ad43db_ajad43dbf28_58716,ajad43dbf28,10.3847/1538-3881/ad43db
2000,text-image,same_paper,unique,same_paper,True,caption_exact,1,60555,10.3847.2041-8213.ad77ce_apjlad77cef4_66605,apjlad77cef4,10.3847/2041-8213/ad77ce,image_raw_exact,1,60554,10.3847.2041-8213.ad77ce_apjlad77cef1_66604,apjlad77cef1,10.3847/2041-8213/ad77ce
2001,text-image,same_paper,unique,same_paper,True,caption_exact,1,60554,10.3847.2041-8213.ad77ce_apjlad77cef1_66604,apjlad77cef1,10.3847/2041-8213/ad77ce,image_raw_exact,1,60555,10.3847.2041-8213.ad77ce_apjlad77cef4_66605,apjlad77cef4,10.3847/2041-8213/ad77ce
2002,text-image,same_paper,unique,same_paper,True,caption_exact,1,22346,10.3847.1538-4357.acfda6_apjacfda6f3_23953,apjacfda6f3,10.3847/1538-4357/acfda6,image_raw_exact,1,22254,10.3847.1538-4357.acfda6_apjacfda6f9_23861,apjacfda6f9,10.3847/1538-4357/acfda6
2003,text-image,same_paper,unique,same_paper,True,caption_exact,1,22254,10.3847.1538-4357.acfda6_apjacfda6f9_23861,apjacfda6f9,10.3847/1538-4357/acfda6,image_raw_exact,1,22346,10.3847.1538-4357.acfda6_apjacfda6f3_23953,apjacfda6f3,10.3847/1538-4357/acfda6
2004,text-image,same_paper,unique,same_paper,True,caption_exact,1,2668,10.3847.1538-4357.ac9975_apjac9975f8_2909,apjac9975f8,10.3847/1538-4357/ac9975,image_raw_exact,1,2667,10.3847.1538-4357.ac9975_apjac9975f2_2908,apjac9975f2,10.3847/1538-4357/ac9975
2005,text-image,same_paper,unique,same_paper,True,caption_exact,1,2667,10.3847.1538-4357.ac9975_apjac9975f2_2908,apjac9975f2,10.3847/1538-4357/ac9975,image_raw_exact,1,2668,10.3847.1538-4357.ac9975_apjac9975f8_2909,apjac9975f8,10.3847/1538-4357/ac9975
2006,text-image,same_paper,unique,same_paper,True,caption_exact,1,44969,10.3847.1538-4357.ad9021_apjad9021f4_49369,apjad9021f4,10.3847/1538-4357/ad9021,image_raw_exact,1,44966,10.3847.1538-4357.ad9021_apjad9021f3_49366,apjad9021f3,10.3847/1538-4357/ad9021
2007,text-image,same_paper,unique,same_paper,True,caption_exact,1,44966,10.3847.1538-4357.ad9021_apjad9021f3_49366,apjad9021f3,10.3847/1538-4357/ad9021,image_raw_exact,1,44969,10.3847.1538-4357.ad9021_apjad9021f4_49369,apjad9021f4,10.3847/1538-4357/ad9021
2008,text-image,same_paper,unique,same_paper,True,caption_exact,1,38594,10.3847.2041-8213.ace115_apjlace115f5_42289,apjlace115f5,10.3847/2041-8213/ace115,image_raw_exact,1,38593,10.3847.2041-8213.ace115_apjlace115f7_42288,apjlace115f7,10.3847/2041-8213/ace115
2009,text-image,same_paper,unique,same_paper,True,caption_exact,1,38593,10.3847.2041-8213.ace115_apjlace115f7_42288,apjlace115f7,10.3847/2041-8213/ace115,image_raw_exact,1,38594,10.3847.2041-8213.ace115_apjlace115f5_42289,apjlace115f5,10.3847/2041-8213/ace115
2010,text-image,same_paper,unique,same_paper,True,caption_exact,1,2901,10.3847.1538-4357.ac96e3_apjac96e3f9_3184,apjac96e3f9,10.3847/1538-4357/ac96e3,image_raw_exact,1,2898,10.3847.1538-4357.ac96e3_apjac96e3f3_3181,apjac96e3f3,10.3847/1538-4357/ac96e3
2011,text-image,same_paper,unique,same_paper,True,caption_exact,1,2898,10.3847.1538-4357.ac96e3_apjac96e3f3_3181,apjac96e3f3,10.3847/1538-4357/ac96e3,image_raw_exact,1,2901,10.3847.1538-4357.ac96e3_apjac96e3f9_3184,apjac96e3f9,10.3847/1538-4357/ac96e3
2012,text-image,same_paper,unique,same_paper,True,caption_exact,1,23104,10.3847.1538-4357.acfc24_apjacfc24f4_24780,apjacfc24f4,10.3847/1538-4357/acfc24,image_raw_exact,1,23101,10.3847.1538-4357.acfc24_apjacfc24f5_24777,apjacfc24f5,10.3847/1538-4357/acfc24
2013,text-image,same_paper,unique,same_paper,True,caption_exact,1,23101,10.3847.1538-4357.acfc24_apjacfc24f5_24777,apjacfc24f5,10.3847/1538-4357/acfc24,image_raw_exact,1,23104,10.3847.1538-4357.acfc24_apjacfc24f4_24780,apjacfc24f4,10.3847/1538-4357/acfc24
2014,text-image,same_paper,unique,same_paper,True,caption_exact,1,85663,10.3847.1538-4365.ad97bb_apjsad97bbf7_93531,apjsad97bbf7,10.3847/1538-4365/ad97bb,image_raw_exact,1,85654,10.3847.1538-4365.ad97bb_apjsad97bbf3_93522,apjsad97bbf3,10.3847/1538-4365/ad97bb
2015,text-image,same_paper,unique,same_paper,True,caption_exact,1,85654,10.3847.1538-4365.ad97bb_apjsad97bbf3_93522,apjsad97bbf3,10.3847/1538-4365/ad97bb,image_raw_exact,1,85663,10.3847.1538-4365.ad97bb_apjsad97bbf7_93531,apjsad97bbf7,10.3847/1538-4365/ad97bb
2016,text-image,same_paper,unique,same_paper,True,caption_exact,1,1505,10.3847.1538-4357.ac9bfb_apjac9bfbf9_1632,apjac9bfbf9,10.3847/1538-4357/ac9bfb,image_raw_exact,1,1502,10.3847.1538-4357.ac9bfb_apjac9bfbf8_1629,apjac9bfbf8,10.3847/1538-4357/ac9bfb
2017,text-image,same_paper,unique,same_paper,True,caption_exact,1,1502,10.3847.1538-4357.ac9bfb_apjac9bfbf8_1629,apjac9bfbf8,10.3847/1538-4357/ac9bfb,image_raw_exact,1,1505,10.3847.1538-4357.ac9bfb_apjac9bfbf9_1632,apjac9bfbf9,10.3847/1538-4357/ac9bfb
2018,text-image,same_paper,unique,same_paper,True,caption_exact,1,33452,10.3847.1538-3881.acbf37_ajacbf37f4_36433,ajacbf37f4,10.3847/1538-3881/acbf37,image_raw_exact,1,33448,10.3847.1538-3881.acbf37_ajacbf37f3_36429,ajacbf37f3,10.3847/1538-3881/acbf37
2019,text-image,same_paper,unique,same_paper,True,caption_exact,1,33448,10.3847.1538-3881.acbf37_ajacbf37f3_36429,ajacbf37f3,10.3847/1538-3881/acbf37,image_raw_exact,1,33452,10.3847.1538-3881.acbf37_ajacbf37f4_36433,ajacbf37f4,10.3847/1538-3881/acbf37
2020,text-image,same_paper,unique,same_paper,True,caption_exact,1,13112,10.3847.1538-4365.ac7e53_apjsac7e53f12_14141,apjsac7e53f12,10.3847/1538-4365/ac7e53,image_raw_exact,1,13105,10.3847.1538-4365.ac7e53_apjsac7e53f5_14134,apjsac7e53f5,10.3847/1538-4365/ac7e53
2021,text-image,same_paper,unique,same_paper,True,caption_exact,1,13105,10.3847.1538-4365.ac7e53_apjsac7e53f5_14134,apjsac7e53f5,10.3847/1538-4365/ac7e53,image_raw_exact,1,13112,10.3847.1538-4365.ac7e53_apjsac7e53f12_14141,apjsac7e53f12,10.3847/1538-4365/ac7e53
2022,text-image,same_paper,unique,same_paper,True,caption_exact,1,59213,10.3847.1538-4365.ad0ecb_apjsad0ecbf7_65154,apjsad0ecbf7,10.3847/1538-4365/ad0ecb,image_raw_exact,1,59204,10.3847.1538-4365.ad0ecb_apjsad0ecbf28_65145,apjsad0ecbf28,10.3847/1538-4365/ad0ecb
2023,text-image,same_paper,unique,same_paper,True,caption_exact,1,59204,10.3847.1538-4365.ad0ecb_apjsad0ecbf28_65145,apjsad0ecbf28,10.3847/1538-4365/ad0ecb,image_raw_exact,1,59213,10.3847.1538-4365.ad0ecb_apjsad0ecbf7_65154,apjsad0ecbf7,10.3847/1538-4365/ad0ecb
2024,text-image,same_paper,unique,same_paper,True,caption_exact,1,38283,10.3847.2041-8213.acee6a_apjlacee6af4_41931,apjlacee6af4,10.3847/2041-8213/acee6a,image_raw_exact,1,38253,10.3847.2041-8213.acee6a_apjlacee6af1_41892,apjlacee6af1,10.3847/2041-8213/acee6a
2025,text-image,same_paper,unique,same_paper,True,caption_exact,1,38253,10.3847.2041-8213.acee6a_apjlacee6af1_41892,apjlacee6af1,10.3847/2041-8213/acee6a,image_raw_exact,1,38283,10.3847.2041-8213.acee6a_apjlacee6af4_41931,apjlacee6af4,10.3847/2041-8213/acee6a
2026,text-image,same_paper,unique,same_paper,True,caption_exact,1,76216,10.3847.1538-3881.add160_ajadd160f5_83432,ajadd160f5,10.3847/1538-3881/add160,image_raw_exact,1,76214,10.3847.1538-3881.add160_ajadd160f9_83430,ajadd160f9,10.3847/1538-3881/add160
2027,text-image,same_paper,unique,same_paper,True,caption_exact,1,76214,10.3847.1538-3881.add160_ajadd160f9_83430,ajadd160f9,10.3847/1538-3881/add160,image_raw_exact,1,76216,10.3847.1538-3881.add160_ajadd160f5_83432,ajadd160f5,10.3847/1538-3881/add160
2028,text-image,same_paper,unique,same_paper,True,caption_exact,1,44543,10.3847.1538-4357.ad8cd5_apjad8cd5f16_48927,apjad8cd5f16,10.3847/1538-4357/ad8cd5,image_raw_exact,1,44528,10.3847.1538-4357.ad8cd5_apjad8cd5f4_48912,apjad8cd5f4,10.3847/1538-4357/ad8cd5
2029,text-image,same_paper,unique,same_paper,True,caption_exact,1,44528,10.3847.1538-4357.ad8cd5_apjad8cd5f4_48912,apjad8cd5f4,10.3847/1538-4357/ad8cd5,image_raw_exact,1,44543,10.3847.1538-4357.ad8cd5_apjad8cd5f16_48927,apjad8cd5f16,10.3847/1538-4357/ad8cd5
2030,text-image,same_paper,unique,same_paper,True,caption_exact,1,12145,10.3847.1538-3881.ac4d9f_ajac4d9ff1_13084,ajac4d9ff1,10.3847/1538-3881/ac4d9f,image_raw_exact,1,12144,10.3847.1538-3881.ac4d9f_ajac4d9ff2_13083,ajac4d9ff2,10.3847/1538-3881/ac4d9f
2031,text-image,same_paper,unique,same_paper,True,caption_exact,1,12144,10.3847.1538-3881.ac4d9f_ajac4d9ff2_13083,ajac4d9ff2,10.3847/1538-3881/ac4d9f,image_raw_exact,1,12145,10.3847.1538-3881.ac4d9f_ajac4d9ff1_13084,ajac4d9ff1,10.3847/1538-3881/ac4d9f
2032,text-image,same_paper,unique,same_paper,True,caption_exact,1,76438,10.3847.1538-3881.adf5ba_ajadf5baf2_83654,ajadf5baf2,10.3847/1538-3881/adf5ba,image_raw_exact,1,76342,10.3847.1538-3881.adf5ba_ajadf5baf7_83558,ajadf5baf7,10.3847/1538-3881/adf5ba
2033,text-image,same_paper,unique,same_paper,True,caption_exact,1,76342,10.3847.1538-3881.adf5ba_ajadf5baf7_83558,ajadf5baf7,10.3847/1538-3881/adf5ba,image_raw_exact,1,76438,10.3847.1538-3881.adf5ba_ajadf5baf2_83654,ajadf5baf2,10.3847/1538-3881/adf5ba
2034,text-image,same_paper,unique,same_paper,True,caption_exact,1,46609,10.3847.1538-4357.ad8131_apjad8131f1_51159,apjad8131f1,10.3847/1538-4357/ad8131,image_raw_exact,1,46378,10.3847.1538-4357.ad8131_apjad8131f8_50920,apjad8131f8,10.3847/1538-4357/ad8131
2035,text-image,same_paper,unique,same_paper,True,caption_exact,1,46378,10.3847.1538-4357.ad8131_apjad8131f8_50920,apjad8131f8,10.3847/1538-4357/ad8131,image_raw_exact,1,46609,10.3847.1538-4357.ad8131_apjad8131f1_51159,apjad8131f1,10.3847/1538-4357/ad8131
2036,text-image,same_paper,unique,same_paper,True,caption_exact,1,63058,10.3847.PSJ.ad25fd_psjad25fdf9_69497,psjad25fdf9,10.3847/psj/ad25fd,image_raw_exact,1,63057,10.3847.PSJ.ad25fd_psjad25fdf8_69496,psjad25fdf8,10.3847/psj/ad25fd
2037,text-image,same_paper,unique,same_paper,True,caption_exact,1,63057,10.3847.PSJ.ad25fd_psjad25fdf8_69496,psjad25fdf8,10.3847/psj/ad25fd,image_raw_exact,1,63058,10.3847.PSJ.ad25fd_psjad25fdf9_69497,psjad25fdf9,10.3847/psj/ad25fd
2038,text-image,same_paper,unique,same_paper,True,caption_exact,1,92588,10.3847.PSJ.ade23c_psjade23cf9_100900,psjade23cf9,10.3847/psj/ade23c,image_raw_exact,1,92587,10.3847.PSJ.ade23c_psjade23cf5_100899,psjade23cf5,10.3847/psj/ade23c
2039,text-image,same_paper,unique,same_paper,True,caption_exact,1,92587,10.3847.PSJ.ade23c_psjade23cf5_100899,psjade23cf5,10.3847/psj/ade23c,image_raw_exact,1,92588,10.3847.PSJ.ade23c_psjade23cf9_100900,psjade23cf9,10.3847/psj/ade23c
2040,text-image,same_paper,unique,same_paper,True,caption_exact,1,67570,10.3847.1538-4357.ae0c02_apjae0c02f2_74396,apjae0c02f2,10.3847/1538-4357/ae0c02,image_raw_exact,1,67385,10.3847.1538-4357.ae0c02_apjae0c02f7_74211,apjae0c02f7,10.3847/1538-4357/ae0c02
2041,text-image,same_paper,unique,same_paper,True,caption_exact,1,67385,10.3847.1538-4357.ae0c02_apjae0c02f7_74211,apjae0c02f7,10.3847/1538-4357/ae0c02,image_raw_exact,1,67570,10.3847.1538-4357.ae0c02_apjae0c02f2_74396,apjae0c02f2,10.3847/1538-4357/ae0c02
2042,text-image,same_paper,unique,same_paper,True,caption_exact,1,1183,10.3847.1538-4357.ac9b18_apjac9b18f12_1247,apjac9b18f12,10.3847/1538-4357/ac9b18,image_raw_exact,1,1179,10.3847.1538-4357.ac9b18_apjac9b18f13_1243,apjac9b18f13,10.3847/1538-4357/ac9b18
2043,text-image,same_paper,unique,same_paper,True,caption_exact,1,1179,10.3847.1538-4357.ac9b18_apjac9b18f13_1243,apjac9b18f13,10.3847/1538-4357/ac9b18,image_raw_exact,1,1183,10.3847.1538-4357.ac9b18_apjac9b18f12_1247,apjac9b18f12,10.3847/1538-4357/ac9b18
2044,text-image,same_paper,unique,same_paper,True,caption_exact,1,93120,10.3847.PSJ.adb74c_psjadb74cf9_101469,psjadb74cf9,10.3847/psj/adb74c,image_raw_exact,1,93087,10.3847.PSJ.adb74c_psjadb74cf1_101436,psjadb74cf1,10.3847/psj/adb74c
2045,text-image,same_paper,unique,same_paper,True,caption_exact,1,93087,10.3847.PSJ.adb74c_psjadb74cf1_101436,psjadb74cf1,10.3847/psj/adb74c,image_raw_exact,1,93120,10.3847.PSJ.adb74c_psjadb74cf9_101469,psjadb74cf9,10.3847/psj/adb74c
2046,text-image,same_paper,unique,same_paper,True,caption_exact,1,91377,10.3847.PSJ.ad8b41_psjad8b41f13_99643,psjad8b41f13,10.3847/psj/ad8b41,image_raw_exact,1,91372,10.3847.PSJ.ad8b41_psjad8b41f5_99638,psjad8b41f5,10.3847/psj/ad8b41
